address,area,bedrooms,date,floors,price,title,road,ward,district,address_complete,road_cat,ward_cat,district_cat,price_converted,is_price_per_m2,price_per_m2
"Đường Liên Hà, Xã Liên Hà, Huyện Đông Anh, Hà Nội",60,3,Hôm nay,3," 4,35 tỷ","NHÀ ĐẸP 2,5 TẦNG SẴN Ở NGAY - Ô TÔ CHẠY VI VU - GẦN KHU ĐẤU GIÁ - DÂN CHÍ CAO - MUA LÀ CÓ",Liên Hà,Liên Hà,Đông Anh,1,376,113,27,4350.0,False,72.5
"Xã Đại Mạch, Huyện Đông Anh, Hà Nội",75,1,Hôm nay,1," 4,75 tỷ","BÁN ĐẤT TẶNG NHÀ C4 ĐẠI MẠCH, GẦN KHU CN THĂNG LONG, DT 75M, MT 6.62M, GIÁ 4.75 TỶ",,Đại Mạch,Đông Anh,0,-1,374,27,4750.0,False,63.333333333333336
"Đường Phú Thượng, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",60,3,Hôm nay,3," 14,5 tỷ","BÁN NHÀ PHÚ THƯỢNG, LÔ GÓC, Ô TÔ 7 CHỖ VÀO NHÀ, DT60M, MT7.7M, GIÁ 14.5 TỶ",Phú Thượng,Phú Thượng,Tây Hồ,1,656,184,25,14500.0,False,241.66666666666666
"Đường Quốc Lộ 3, Xã Nguyên Khê, Huyện Đông Anh, Hà Nội",80,3,Hôm nay,3," 11,8 tỷ","💥💥VIP ĐẤT X2 NGUYÊN KHÊ, SẴN NHÀ 3 TẦNG Ở LUÔN, KINH DOANH, Ô TÔ , 80M2, GIÁ 11.8 TỶ",Quốc Lộ 3,Nguyên Khê,Đông Anh,1,710,146,27,11800.0,False,147.5
"Đường Quốc Lộ 3, Xã Nguyên Khê, Huyện Đông Anh, Hà Nội",105,3,Hôm nay,3," 15,3 tỷ","MẶT PHỐ NGUYÊN KHÊ, QUỐC LỘ 3 ĐÔNG ANH, KINH DOANH ĐỈNH, 105M2, MT6M, GIÁ 15.3 TỶ",Quốc Lộ 3,Nguyên Khê,Đông Anh,1,710,146,27,15300.0,False,145.71428571428572
"Đường Phú Gia, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",52,3,Hôm nay,4," 9,6 tỷ","HIẾM, BÁN NHÀ LÔ GÓC PHÚ THƯỢNG , Ô TÔ 7 CHỖ ĐỖ CỬA, ĐƯỜNG THÔNG, 52M, 4 TẦNG, GIÁ 9.6 TỶ",Phú Gia,Phú Thượng,Tây Hồ,1,648,184,25,9600.0,False,184.6153846153846
"Đường An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",52,4,Hôm nay,6," 13,99 tỷ","MẶT PHỐ AN DƯƠNG VƯƠNG, TÂY HỒ, GARA Ô TÔ, KINH DOANH, Ở SƯỚNG, 50M2, 6 TẦNG, GIÁ 13.99 TỶ",An Dương Vương,Phú Thượng,Tây Hồ,1,30,184,25,13990.0,False,269.03846153846155
"Đường Phúc Hoa, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",50,4,Hôm nay,5, 16 tỷ,"PHÂN LÔ PHÚ THƯỢNG, GARA Ô TÔ, ĐƯỜNG THÔNG RỘNG 3 Ô TÔ TRÁNH, 50M, 5 TẦNG, GIÁ 16 TỶ",Phúc Hoa,Phú Thượng,Tây Hồ,1,664,184,25,16000.0,False,320.0
"Đường Phú Thượng, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",109,3,Hôm nay,2," 18,9 tỷ","BÁN ĐẤT PHÚ THƯỢNG SẴN NHÀ 2 TẦNG, Ô TÔ VÀO, CIPUTRA, GẦN ĐƯỜNG 40M, 109M2, GIÁ 18.9 TỶ",Phú Thượng,Phú Thượng,Tây Hồ,1,656,184,25,18900.0,False,173.39449541284404
"Đường Phú Thượng, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",60,3,Hôm nay,3," 8,6 tỷ","BÁN NHÀ PHÚ THƯỢNG, Ô TÔ 7 CHỖ ĐỖ CỔNG, THOÁNG TRƯỚC SAU, 60M2, MẶT TIỀN 6M, GIÁ 8.6 TỶ",Phú Thượng,Phú Thượng,Tây Hồ,1,656,184,25,8600.0,False,143.33333333333334
"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",43,4,Hôm nay,7," 13,5 tỷ",BÁN NHÀ NGUYỄN VĂN CỪ 43M2- LÔ GÓC - OTO VÀO TẬN NHÀ - THANG MÁY NHẬP KHẨU,Nguyễn Văn Cừ,Ngọc Lâm,Long Biên,1,564,157,11,13500.0,False,313.95348837209303
"Phố Phùng Chí Kiên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",72,1,Hôm nay,1," 20,5 tỷ",Bán nhà Cấp 4 Phùng Chí Kiên (Hoàng Quốc Việt) chia lô bàn cờ ô tô tránh,Phùng Chí Kiên,Nghĩa Đô,Cầu Giấy,1,641,145,4,20500.0,False,284.72222222222223
"Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",46,6,Hôm nay,6, 9 tỷ,"CẦU GIẤY, TOÀ CHDV FULL ĐỒ, SÁT MẶT PHỐ, VỊ TRÍ ĐẸP, DÒNG TIỀN 1TỶ/NĂM",Cầu Giấy,Dịch Vọng,Cầu Giấy,1,127,51,4,9000.0,False,195.65217391304347
"Đường Hà Trì, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",100,6,Hôm nay,8," 19,2 tỷ",Cần bán gấp tòa Lk hà trì 8 tầng thang máy,Hà Trì,Kiến Hưng,Hà Đông,1,240,108,10,19200.0,False,192.0
"Đường Nghĩa Tân, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",43,6,Hôm nay,6, 7 tỷ,"Ban nha Cầu giấy sieu đẹp sieu rẻ,oto, ngõ thoáng,gan trung tam",Nghĩa Tân,Nghĩa Tân,Cầu Giấy,1,482,144,4,7000.0,False,162.7906976744186
"Đường An Dương Vương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội",47,5,Hôm nay,5, 8 tỷ,SỞ HỮU NGAY EM CHÂN DÀI LÔ GÓC SIÊU THOÁNG - Ô TÔ - KINH DOANH TẠI QUẬN BẮC TỪ LIÊM.,An Dương Vương,Thụy Phương,Bắc Từ Liêm,1,30,260,2,8000.0,False,170.2127659574468
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",48,6,Hôm nay,6, 7 tỷ,"Ban nhà từ liêm siêu đẹp, oto, gần trung tâm, mặt đương",Xuân Đỉnh,Xuân Đỉnh,Bắc Từ Liêm,1,997,343,2,7000.0,False,145.83333333333334
"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",30,3,Hôm nay,5," 4,65 tỷ",🔥 HÀNG HIẾM GIÁ TỐT – 30M2 NHÀ 5 TẦNG 4.65 TỶ TRUNG TÂM PHÚC LỢI - TIỆN ÍCH BƯỚC CHÂN 🔥,Phúc Lợi,Phúc Lợi,Long Biên,1,667,193,11,4650.0,False,155.0
"Đường Lạc Long Quân, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",52,6,Hôm nay,5," 13,7 tỷ",BÁN NHÀ NGÕ 603 LẠC LONG QUÂN - 52M 5T MT 4M - 6 NGỦ,Lạc Long Quân,Nhật Tân,Tây Hồ,1,441,162,25,13700.0,False,263.46153846153845
"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",37,3,Hôm nay,5," 5,35 tỷ",NHÀ MỚI ĐẸP NỞ HẬU 37M2/ 5.35 TỶ - TRUNG TÂM PHÚC LỢI - TIỆN ÍCH 1 BƯỚC CHÂN - GIÁ TỐT,Phúc Lợi,Phúc Lợi,Long Biên,1,667,193,11,5350.0,False,144.59459459459458
"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",40,3,Hôm nay,5," 6,5 tỷ",💥💥💥NGỌC THỤY - DT40M2 -5 TẦNG - CHỦ TẶNG FULL NỘI THẤT CHỈ NHỈNH 6 TÝ .💥💥💥,Ngọc Thụy,Ngọc Thụy,Long Biên,1,604,159,11,6500.0,False,162.5
"Phố Gia Quất, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",51,2,Hôm nay,2," 6,28 tỷ",HÀNG XÓM NGỌC LÂM DT 51M2 - CÁCH 30M RA Ô TÔ TRÁNH CHỈ NHỈNH 6 TỶ,Gia Quất,Ngọc Lâm,Long Biên,1,182,157,11,6280.0,False,123.13725490196079
"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",39,4,Hôm nay,8," 10,9 tỷ",🔥🔥🔥SIÊU PHẨM  PHỐ CỔ NGỌC LÂM- HỒNG TIẾN - 8 TẦNG THANG MÁY.NHỈNH 10 TỶ,Nguyễn Văn Cừ,Ngọc Lâm,Long Biên,1,564,157,11,10900.0,False,279.4871794871795
"Đường Hàm Nghi, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",65,2,Hôm nay,1," 15,7 tỷ","CHÍNH CHỦ BÁN.65M. 1T. 15,7 TỶ. KINH DOANH. ÔTÔ. NGÕ TO NHƯ PHỐ. NGUYỄN HOÀNG. TRẦN BÌNH.",Hàm Nghi,Mỹ Đình 2,Nam Từ Liêm,1,244,138,14,15700.0,False,241.53846153846155
"Đường Hà Trì 1, Phường Hà Cầu, Quận Hà Đông, Hà Nội",45,4,Hôm nay,3," 7,4 tỷ","Nhà đẹp dân xây Hà Trì 1, Hà Đông - Dt45m2 - Lô góc - 3 tầng, 4 ngủ - Nhỉnh 7 tỷ",Hà Trì 1,Hà Cầu,Hà Đông,1,241,73,10,7400.0,False,164.44444444444446
"Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",105,8,Hôm nay,6," 28,8 tỷ","CẦN BÁN NHÀ TRUNG KÍNH, 6 TẦNG, PHÂN LÔ, NGÕ Ô TÔ TRÁNH, 105 M2, 28 TỶ 8",Trung Kính,Yên Hòa,Cầu Giấy,1,799,346,4,28800.0,False,274.2857142857143
"Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",63,8,Hôm nay,4," 21,5 tỷ","CẦN BÁN NHÀ TRUNG KÍNH, 4 TẦNG, PHÂN LÔ, NGÕ Ô TÔ TRÁNH, 3 MẶT THOÁNG, 63 M2, 21 TỶ 5",Trung Kính,Yên Hòa,Cầu Giấy,1,799,346,4,21500.0,False,341.26984126984127
"Đường Phú Mỹ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",40,4,Hôm nay,5," 6,8 tỷ","CỰC SỐC, NHÀ 5 TẦNG CHỈ 6 TỶ 8 NGAY TẠI PHÚ MỸ - MỸ ĐÌNH, XEM NGAY BÂY GIỜ",Phú Mỹ,Mỹ Đình 1,Nam Từ Liêm,1,655,137,14,6800.0,False,170.0
"Phố Đặng Tiến Đông, Phường Trung Liệt, Quận Đống Đa, Hà Nội",40,4,Hôm nay,7," 16,5 tỷ","Nhà mặt phố Đặng Tiến Đông, 40m2 x 7 tầng TM, kinh doanh đỉnh cao.",Đặng Tiến Đông,Trung Liệt,Đống Đa,1,1102,273,28,16500.0,False,412.5
"Đường Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",50,4,Hôm nay,4, 8 tỷ,"Bán nhà Hoàng Đạo Thành, 50m2 x 4 tầng, MT 5.2m, Ô tô vào nhà.",Hoàng Đạo Thành,Kim Giang,Thanh Xuân,1,227,100,22,8000.0,False,160.0
"Đường Khương Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",105,6,Hôm nay,4, 12 tỷ,"Bán nhà Khương Đình, 105m2 x 4 tầng, MT rộng, giá cực tốt.",Khương Đình,Hạ Đình,Thanh Xuân,1,344,79,22,12000.0,False,114.28571428571429
"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",38,4,Hôm nay,4," 9,55 tỷ","Bán nhà Vạn Phúc đường 2 ô tô tránh đỗ ,cạnh khu Dịch Vụ 35/38m2 4 tầng giá 9,55 tỷ",Vạn Phúc,Vạn Phúc,Hà Đông,1,986,334,10,9550.0,False,251.31578947368422
"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",40,4,Hôm nay,4," 5,65 tỷ","Bán nhà tổ 9 Mậu Lương 36/40m2 4 tầng mặt tiền 8.5m giá 5,65 tỷ có thương lượng",Mậu Lương,Kiến Hưng,Hà Đông,1,464,108,10,5650.0,False,141.25
"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",38,4,Hôm nay,4," 9,6 tỷ","Bán nhà Vạn Phúc 35/38m2 4 tầng ,trước nhà 2 ô tô tránh đỗ thoải mái giá 9,6 tỷ",Vạn Phúc,Vạn Phúc,Hà Đông,1,986,334,10,9600.0,False,252.6315789473684
"Phố Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội",82,6,Hôm nay,5," 29,5 tỷ","Bán nhà mặt phố Chiến Thắng 82m2 mt 5m 5 tầng thang máy kinh doanh sầm uất giá 29,5 tỷ",Chiến Thắng,Văn Quán,Hà Đông,1,97,328,10,29500.0,False,359.7560975609756
"Phố Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội",33,3,Hôm nay,5," 5,3 tỷ","Quá Rẻ! Văn Quán-Hà Đông 30/33m2 5 tầng ô tô đỗ 50m giá 6,3 tỷ có thương lượng .",Văn Quán,Văn Quán,Hà Đông,1,955,328,10,5300.0,False,160.6060606060606
"Đường Ngô Thì Nhậm, Phường Hà Cầu, Quận Hà Đông, Hà Nội",45,5,Hôm nay,5," 11,35 tỷ","Bán nhà Ngô Thì Nhậm-Hà Cầu 41/45m2 5 tầng thang máy ô tô vào nhà giá 11,350 tỷ",Ngô Thì Nhậm,Hà Cầu,Hà Đông,1,590,73,10,11350.0,False,252.22222222222223
"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",33,3,Hôm nay,5," 6,6 tỷ","Bán nhà Lê Trọng Tấn ngã 4 Văn Phú 30/33m2 5 tầng thang máy ,ô tô đỗ 5m giá 6,6 tỷ",Lê Trọng Tấn,La Khê,Hà Đông,1,409,109,10,6600.0,False,200.0
"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",36,3,Hôm nay,5," 7,8 tỷ","Bán nhà Lê Trọng Tấn ngã 4 Văn Phú 33/36m2 5 tầng thang máy ,ô tô đỗ cửa giá 7,8 tỷ",Lê Trọng Tấn,La Khê,Hà Đông,1,409,109,10,7800.0,False,216.66666666666666
"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",43,6,Hôm nay,5," 10,3 tỷ","Bán nhà Vạn Phúc ngõ thông ô tô vào nhà 40/43m2 5 tầng thang máy giá 10,3 tỷ có T.Lượng",Vạn Phúc,Vạn Phúc,Hà Đông,1,986,334,10,10300.0,False,239.53488372093022
"Đường Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",37,5,Hôm nay,5," 7,65 tỷ","Bán nhà khu Giãn Dân Đa Sỹ 34/37m2 5 tầng ngõ thông ô tô đỗ cách nhà 5m giá 7,65 tỷ",Đa Sĩ,Kiến Hưng,Hà Đông,1,1043,108,10,7650.0,False,206.75675675675674
"Đường Lê Hồng Phong, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",55,4,Hôm nay,4," 7,85 tỷ","Bán nhà Lê Hồng Phong 55m2 4 tầng ô tô đỗ 30m ,sân riêng để xe ,giá 7,85 tỷ thương lượng",Lê Hồng Phong,Nguyễn Trãi,Hà Đông,1,397,149,10,7850.0,False,142.72727272727272
"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",65,3,Hôm nay,3," 25,5 tỷ","Bán nhà 3 tầng 65m2 mặt phố Vạn Phúc đường đôi ,Kinh doanh đỉnh cao giá 25,5 tỷ",Vạn Phúc,Vạn Phúc,Hà Đông,1,986,334,10,25500.0,False,392.3076923076923
"Đường Lê Hồng Phong, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",45,4,Hôm nay,5," 9,8 tỷ","Bán nhà Lê Hồng Phong mặt ngõ thông ô tô Kinh Doanh thông sàn thang máy full đồ 9,8 tỷ",Lê Hồng Phong,Nguyễn Trãi,Hà Đông,1,397,149,10,9800.0,False,217.77777777777777
"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",30,4,Hôm nay,5," 7,38 tỷ",🏡5 TẦNG NGÔ THÌ SỸ - HÀ ĐÔNG - 10M RA 🚘 ÔTÔ TRÁNH.,Ngô Thì Sỹ,Vạn Phúc,Hà Đông,1,591,334,10,7380.0,False,246.0
"Đường Cao Lỗ, Xã Uy Nỗ, Huyện Đông Anh, Hà Nội",95,4,Hôm nay,3," 13,8 tỷ",KĐT 319 - UY NỖ - ĐÔNG ANH - VỊ TRÍ TRUNG TÂM - GẦN SIÊU DỰ ÁN - CHỦ NHÀ MÓT BÁN,Cao Lỗ,Uy Nỗ,Đông Anh,1,89,310,27,13800.0,False,145.26315789473685
"Đường Đào Cam Mộc, Xã Cổ Loa, Huyện Đông Anh, Hà Nội",93,4,Hôm nay,3," 7,25 tỷ",❌❌❌ GIÁ CỰC TỐT - BÁN ĐẤT TẶNG NHÀ - ĐƯỜNG THÔNG OTO - 3 TẦNG 4 NGỦ - SÂN CHƠI - GIẾNG TRỜ,Đào Cam Mộc,Cổ Loa,Đông Anh,1,1053,36,27,7250.0,False,77.95698924731182
"Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",31,3,Hôm nay,5," 6,8 tỷ","Bán nhà Lạc Long Quân vài bước ra Hồ Tây, ở ngay, 31m2, 5 tầng, mt 5m, 6.8 tỷ",Lạc Long Quân,Bưởi,Tây Hồ,1,441,14,25,6800.0,False,219.3548387096774
"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",46,4,Hôm nay,5, 7 tỷ,"Bán nhà Thạch Bàn gần chợ, ngõ thông ô tô, 46m2, 5 tầng, mt 4.8m, 7.05 tỷ, Gara xe nhỏ",Thạch Bàn,Thạch Bàn,Long Biên,1,766,249,11,7000.0,False,152.17391304347825
"Đường Đàm Quang Trung, Phường Long Biên, Quận Long Biên, Hà Nội",42,3,Hôm nay,6," 9,25 tỷ","Bán nhà Đàm Quang Trung, 6 tầng thang máy, Gara, 42m2, mt 4.88m, nhỉnh 9 tỷ",Đàm Quang Trung,Long Biên,Long Biên,1,1052,117,11,9250.0,False,220.23809523809524
"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",106,4,Hôm nay,4, 25 tỷ,"Bán nhà Lạc Long Quân, Gara ô tô, ngõ nông, 106m2, 4 tầng, mt 5m, 25 tỷ, ngõ nông.",Lạc Long Quân,Xuân La,Tây Hồ,1,441,338,25,25000.0,False,235.8490566037736
"Đường Tô Ngọc Vân, Phường Quảng An, Quận Tây Hồ, Hà Nội",65,4,Hôm nay,4," 21,2 tỷ","Bán nhà Tô Ngọc Vân, mặt ngõ ô tô tránh,, 65m2, 4t, mt 4.5m, 21.2 tỷ",Tô Ngọc Vân,Quảng An,Tây Hồ,1,891,213,25,21200.0,False,326.15384615384613
"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",50,4,Hôm nay,7," 13,5 tỷ","Bán nhà Ngọc Thụy, ô tô tránh, Gara, thang máy, 7 tầng, 50m2, mt 4m, 13.5 tỷ",Ngọc Thụy,Ngọc Thụy,Long Biên,1,604,159,11,13500.0,False,270.0
"Đường Đàm Quang Trung, Phường Long Biên, Quận Long Biên, Hà Nội",31,3,Hôm nay,5," 5,6 tỷ","Bám nhà Đàm Quang Trung, ô tô lùi vào cửa, 25m ra phố, 31m2, 5t, 5.6 tỷ",Đàm Quang Trung,Long Biên,Long Biên,1,1052,117,11,5600.0,False,180.6451612903226
"Đường Nguyễn Khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",64,4,Hôm nay,3, 18 tỷ,BÁN NHÀ PHÂN LÔ NGUYỄN KHANG 64M2 3 TẦNG MT5M - Ô TÔ VÀO NHÀ - GẦN PHỐ - GIÁ ĐẦU TƯ,Nguyễn Khang,Yên Hòa,Cầu Giấy,1,518,346,4,18000.0,False,281.25
"Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",105,10,Hôm nay,6," 38,8 tỷ",BÁN NHÀ PHÂN LÔ 193 TRUNG KÍNH 105M2 6 TẦNG Ô TÔ TRÁNH VÀO NHÀ - 2 THOÁNG TRƯỚC SAU,Trung Kính,Yên Hòa,Cầu Giấy,1,799,346,4,38800.0,False,369.5238095238095
"Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",138,10,Hôm nay,7," 32,8 tỷ",BÁN NHÀ MẶT PHỐ VỌNG 138M2 7 TẦNG THANG MÁY - TRUNG TÂM KD SẦM UẤT - DÒNG TIỀN 60TR/ THÁNG,Vọng,Đồng Tâm,Hai Bà Trưng,1,988,370,6,32800.0,False,237.68115942028984
"Đường Nguyễn Văn Huyên, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",51,6,Hôm nay,5," 13,5 tỷ",BÁN NHÀ NGÕ 12 NGUYỄN VĂN HUYÊN 51M2 5 TẦNG - Ô TÔ ĐỖ CỬA - 3 BƯỚC RA Ô TÔ TRÁNH,Nguyễn Văn Huyên,Quan Hoa,Cầu Giấy,1,566,204,4,13500.0,False,264.70588235294116
"Phố Phạm Tuấn Tài, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",46,4,Hôm nay,4, 17 tỷ,"BÁN NHÀ PHÂN LÔ PHẠM TUẤN TÀI 46M2 4 TẦNG MT4,5M - Ô TÔ TRÁNH DỪNG ĐỖ NGÀY ĐÊM",Phạm Tuấn Tài,Dịch Vọng Hậu,Cầu Giấy,1,685,52,4,17000.0,False,369.5652173913044
"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",29,3,Hôm nay,5, 12 tỷ,"CỰC HIẾM!BÁN NHÀ PHÂN LÔ TRẦN QUỐC HOÀN 29M2 5 TẦNG - MT5,7M - NGÕ THÔNG - Ô TÔ TRÁNH NHAU",Trần Quốc Hoàn,Dịch Vọng Hậu,Cầu Giấy,1,848,52,4,12000.0,False,413.7931034482759
"Phố Nghĩa Đô, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",58,6,Hôm nay,5, 17 tỷ,"Siêu phâm phố Nghĩa Đô,Cầu Giấy - 58m2x5 - vỉa hè,oto tránh - 17 tỷ",Nghĩa Đô,Nghĩa Đô,Cầu Giấy,1,483,145,4,17000.0,False,293.1034482758621
"Đường 800A, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",60,6,Hôm nay,5," 17,5 tỷ","Bán nhà Cầu Giấy - 60m2 - oto tránh,vào nhà - phân lô quân đội - 17,5 tỷ",800A,Nghĩa Đô,Cầu Giấy,1,27,145,4,17500.0,False,291.6666666666667
"Phố Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",36,4,Hôm nay,6," 7,7 tỷ","Bán nhà Phố Đội Cấn - 6T,thang máy - 36m2 - nhà mới,full nội thất - 7,7 tỷ",Đội cấn,Đội Cấn,Ba Đình,1,1137,389,1,7700.0,False,213.88888888888889
"Phố Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",76,6,Hôm nay,7, 31 tỷ,"Bán nhà mặt phố Trần Bình - 76m2 - lô góc,7T thang máy - kinh doanh đỉnh - 31 tỷ",Trần Bình,Mai Dịch,Cầu Giấy,1,828,124,4,31000.0,False,407.89473684210526
"Phố Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội",85,4,Hôm nay,5, 20 tỷ,"Bán nhà KĐT Văn Quán - 85m2 - mặt tiền khủng - oto tránh,vỉa hè rộng - 20tỷ",Văn Quán,Văn Quán,Hà Đông,1,955,328,10,20000.0,False,235.2941176470588
"Phố Chiến Thắng, Phường Mộ Lao, Quận Hà Đông, Hà Nội",74,7,Hôm nay,7, 26 tỷ,"Mặt phố chiến thắng, hà đông víp dt74m 7 tầng mt6m giá 26 tỷ kinh doanh vỉa hè rộng",Chiến Thắng,Mộ Lao,Hà Đông,1,97,135,10,26000.0,False,351.35135135135135
"Đường Tân Triều, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",120,9,Hôm nay,9," 29,5 tỷ","Bán nhà mặt phố Tân Triều tòa VP, vỉa hè rộng Thanh Trì dt120m 9 tầng mt6m 29,5 tỷ",Tân Triều,Tân Triều,Thanh Trì,1,874,297,21,29500.0,False,245.83333333333334
"Đường Minh Khai, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",65,7,Hôm nay,7, 28 tỷ,Tòa VP mặt Phố Minh Khai quận Hai Bà Trưng vỉa hè rộng dt65m 7 tầng mt5m giá 28 tỷ,Minh Khai,Bách Khoa,Hai Bà Trưng,1,456,6,6,28000.0,False,430.7692307692308
"Đường Thanh Liệt, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",95,6,Hôm nay,6, 32 tỷ,"Bán nhà víp KĐT the meno cách 50m, mặt phố thanh liệt thanh trì dt95m 6 tầng mt5m giá 32 t",Thanh Liệt,Thanh Liệt,Thanh Trì,1,736,228,21,32000.0,False,336.8421052631579
"Đường Thanh Liệt, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",56,6,Hôm nay,6," 14,5 tỷ","Bán tòa nhà VP, vỉa hè kinh doanh LK Hải Ngân Thanh Liệt dt56m 6 tầng mt5m giá 14,5 tỷ",Thanh Liệt,Thanh Liệt,Thanh Trì,1,736,228,21,14500.0,False,258.92857142857144
"Đường Nguyễn Xiển, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",147,8,Hôm nay,8," 41,7 tỷ","Bán tòa nhà VP ngõ 168 nguyễn xiển vỉa hè rộng dt147m 8 tầng mt7m giá 41,7 tỷ",Nguyễn Xiển,Hạ Đình,Thanh Xuân,1,576,79,22,41700.0,False,283.6734693877551
"Xã Vĩnh Ngọc, Huyện Đông Anh, Hà Nội",61,3,Hôm nay,3, 9 tỷ,❌BÁN NHANH NHÀ 3 TẦNG DT61M VĨNH NGỌC ĐÔNG ANH NGÕ RỘNG 50M RA CẦU NHẬT TÂN,,Vĩnh Ngọc,Đông Anh,0,-1,331,27,9000.0,False,147.54098360655738
"Đường Nguyễn Văn Huyên, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",50,6,Hôm nay,7, 17 tỷ,CỰC PHẨM PHÂN LÔ KD ÔTÔ VÀO NHÀ 7T THANG MÁY NGUYỄN VĂN HUYÊN CẦU GIẤY 50M2 MT 4M 17 TỶ,Nguyễn Văn Huyên,Quan Hoa,Cầu Giấy,1,566,204,4,17000.0,False,340.0
"Phố Trần Quốc Hoàn, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",60,4,Hôm nay,6, 16 tỷ,SIÊU PHẨM 5T PHÂN LÔ ÔTÔ TRÁNH KD 3 THOÁNG PHỐ TRẦN QUỐC HOÀN CẦU GIẤY 60M2 MT 4M 16 TỶ,Trần Quốc Hoàn,Nghĩa Tân,Cầu Giấy,1,848,144,4,16000.0,False,266.6666666666667
