Title,price_converted,price_per_m2,area,bedrooms,property_type,district,property_cat,district_cat
"Bán tập thể Mai Dịch, Cầu Giấy. 3 ngủ, 2 vệ sinh, giá 3.55 tỷ",4800.0,120.0,40.0,3.0,"Tập thể, cư xá",Quận Cầu Giấy,72,18
"Nhà Nhân Hoà, 1 nhà ra phố, ô tô đỗ cửa, thiết kế hiện đại, 35m2*5T",4800.0,120.0,40.0,4.0,"Nhà ngõ, hẻm",Quận Thanh Xuân,68,25
Chính chủ cần bán nhà An Duong vuong vị trí siêu đẹp,4800.0,120.0,40.0,4.0,"Nhà mặt phố, mặt tiền",Quận Tây Hồ,67,26
"Bán nhà Phú Diễn. DT 41m2, 5 tầng, ô tô đỗ cổng. Giá 7.15 tỷ",4800.0,120.0,40.0,3.0,"Nhà ngõ, hẻm",Quận Bắc Từ Liêm,68,17
"Cần bán nhà 56m, 6 tầng thang máy, dân xây phố Võ Thị sáu, HBT, Hà Nội",4800.0,120.0,40.0,4.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
Cần bán nhà giá rẻ gấp tại quận Ba Đình,4800.0,120.0,40.0,2.0,Hướng Tây,Quận Ba Đình,5,16
CẦN BÁN GẤP THANH KHOẢN CĂN HỘ 67M2 TẠI HH LINH ĐÀM- HOÀNG MAI - HN,4800.0,120.0,40.0,2.0,Chung cư,Quận Hoàng Mai,0,21
Bán Căn 3 Ngủ Pavilion - Vinhomes Ocean Park 90m2 Full Đồ Giá 4.95 Tỷ,4800.0,120.0,40.0,3.0,Hướng Tây Bắc,Huyện Gia Lâm,6,2
"HƠN 4 TỶ! CĂN HỘ KĐT YÊN NGHĨA, 4 NGỦ, 3 WC, LÔ GÓC",4800.0,120.0,40.0,4.0,Chung cư,Quận Hà Đông,0,22
🏠 BÁN NHÀ RIÊNG 3 TẦNG – NGÕ THÔNG – GẦN KĐT ĐÔ NGHĨA,4800.0,120.0,40.0,3.0,Hướng Đông Bắc,Huyện Hoài Đức,9,3
Bán nhà Nguyễn Khánh Toàn - 72m2 - 13 tỷ - 30m ra mặt phố - nhà đẹp,4800.0,120.0,40.0,4.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
"CHỈ 6.x TỶ NHỈNH CÓ NGAY 46M2 NHÀ ĐẸP, Ô TÔ QUA CỔNG - PHƯƠNG CA",6350.0,138.0,46.0,4.0,"Nhà ngõ, hẻm",Quận Nam Từ Liêm,68,24
HOÀNG CẦU - PHÂN LÔ - Ô TÔ CHẠY VÒNG QUANH - 7 TẦNG THANG MÁY FULL NT,6350.0,138.0,46.0,5.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
"Hàng Hiếm! Vip Đống Đa, ô tô vào nhà, ngõ rộng hơn phố, KD đỉnh",6350.0,138.0,46.0,4.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
Nhà Phố 8/3 - 1 Nhà Ra Phố - Ô Tô Vào Nhà - Kinh Doanh - KV Sầm Uất,6350.0,138.0,46.0,4.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
"Cực Hiếm - Nhà Mới Ba Đình, 6 Tầng Thang Máy, Ngõ Rộng, Gần Ô Tô",6350.0,138.0,46.0,4.0,"Nhà ngõ, hẻm",Quận Ba Đình,68,16
"Hoà Bình 7, Ô Tô Vào Nhà, KD Ồn Ào Quá Chủ Nhiều Tuổi Bán Chuyển CC",6350.0,138.0,46.0,2.0,"Nhà mặt phố, mặt tiền",Quận Hai Bà Trưng,67,19
"Bán Gấp Nhà Nguyễn Đức Cảnh, Ô Tô Đỗ Cửa, Gần Hồ Đền Lừ",6350.0,138.0,46.0,4.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
"LA DƯƠNG, DƯƠNG NỘI, NHÀ MỚI 50M2-THANG MÁY-ÔTÔ-TRÁNH NHAU 5M",6350.0,138.0,46.0,4.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
PHÂN LÔ NGHĨA ĐÔ - 65M2 x 5T - OTO TRÁNH - KD - 2 MẶT NGÕ - 24.8 TỶ.,6350.0,138.0,46.0,5.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
"Bán Nhà 2 Mặt Ngõ Linh Lang – Ba Đình, Kinh Doanh Đỉnh, Vị Trí Vàng",6350.0,138.0,46.0,4.0,"Nhà mặt phố, mặt tiền",Quận Ba Đình,67,16
Bán nhà đẹp Phú Đô oto su cóc qua nhà,6350.0,138.0,46.0,4.0,"Nhà mặt phố, mặt tiền",Quận Nam Từ Liêm,67,24
VIỆT HƯNG NHÀ MỚI 5 TẦNG - SÁT THE HARMONY - YÊN TĨNH - GIÁ CHỈ 5.X TỶ,6350.0,138.0,46.0,3.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
TT CÂU GIẤY- 37M2- 5TẦNG - NHỈNH 7T - NGÕ NÔNG RỘNG - XUNG QUANH TOÀ,6350.0,138.0,46.0,3.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
NHÀ CHÍNH CHỦ - GIÁ TỐT - Vị Trí Đẹp Tại Chủ cần bán gấp:,6350.0,138.0,46.0,3.0,"Nhà mặt phố, mặt tiền",Huyện Thanh Trì,67,10
"Nhà 5 tầng hiện đại nội thất xịn,dân xây",5350.0,178.0,30.0,3.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
Nhà đất thổ cư tiền lệ Hoài Đức 4 tầng,5350.0,178.0,30.0,4.0,"Nhà ngõ, hẻm",Huyện Hoài Đức,68,3
"Bán gấp nhà Mễ trì, Nam Từ Liêm 40Mx5T, cách ô tô 20m giá 7.8 tỷ.",5350.0,178.0,30.0,4.0,"Nhà ngõ, hẻm",Quận Nam Từ Liêm,68,24
"BÁN GẤP NHÀ MỄ TRÌ, NAM TỪ LIÊM 40MX6T, MT7M, THANG MÁY, LÔ GÓC, Ô TÔ",5350.0,178.0,30.0,4.0,"Nhà ngõ, hẻm",Quận Nam Từ Liêm,68,24
LÕI CẦU GIẤY- VÕ CHÍ CÔNG MỚI TINH 40M2 6TẦNG -9 TỶ - 10M RA Ô TÔ TRÁN,5350.0,178.0,30.0,4.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
"Tôi cần bán nhà riêng phố Quan Hoa - 78m2 - 50m ra phố - 13,5 tỷ",5350.0,178.0,30.0,5.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
CẦU GIẤY KINH DOANH 115m MT4.5m NHÀ 4 TẦNG GIÁ 14TY8,5350.0,178.0,30.0,2.0,Hướng Đông Bắc,Quận Cầu Giấy,9,18
CẠNH ĐH BÁCH KHOA Ô TÔ VÀO NHÀ 5T 42m MT4m HƠN 10 TY,5350.0,178.0,30.0,3.0,"Nhà mặt phố, mặt tiền",Quận Hai Bà Trưng,67,19
Ô TÔ ĐỖ CỔNG TÂY HỒ 65m MT5m NHÀ 4 TẦNG GIA 12TY9,5350.0,178.0,30.0,4.0,"Nhà mặt phố, mặt tiền",Quận Tây Hồ,67,26
BA ĐÌNH MẶT PHỐ - KINH DOANH - NGAY CHỢ NGỌC HÀ. 101m MT4.8m NHÀ 4 TẦN,5350.0,178.0,30.0,4.0,Hướng Tây,Quận Ba Đình,5,16
MẶT PHỐ TÂY HỒ 75m MT5m NHÀ 6 TẦNG CHI 15Ty8,5350.0,178.0,30.0,4.0,"Nhà mặt phố, mặt tiền",Quận Tây Hồ,67,26
LIỀN KỀ VIGLACERA ĐẠI MỖ - PHÂN LÔ - Ô TÔ TRÁNH - 75m NHÀ 4 TẦNG,5350.0,178.0,30.0,4.0,"Nhà mặt phố, mặt tiền",Quận Nam Từ Liêm,67,24
"BÁN NHÀ VŨ TÔNG PHAN: Ô TÔ TRÁNH, LÔ GÓC, KINH DOANH ĐỈNH. DT 48M x 6T",5350.0,178.0,30.0,4.0,"Nhà mặt phố, mặt tiền",Quận Thanh Xuân,67,25
"Bán nhà ngõ Hồng Mai, HBT, HÀ NỘI, 50m2, 6,5tỷ;",5350.0,178.0,30.0,2.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
"Bán nhà Đội Cấn, sổ vuông đẹp nở hậu",5350.0,178.0,30.0,4.0,Hướng Đông Nam,Quận Ba Đình,10,16
Bán nhà vườn soc sơn 1500 m vuông,5350.0,178.0,30.0,2.0,Hướng Nam,Huyện Sóc Sơn,4,8
chính chủ gửi bán căn hộ 80m2 2pn-2wc tầng cao view cực đẹp sẵn sổ,8400.0,105.0,80.0,2.0,Chung cư,Quận Cầu Giấy,0,18
"Nhà 5 Tầng Mới Xây, ÔTô Đỗ cửa, Ngõ 205 Xuân Đỉnh, Ngoại Giao Đoàn.",8400.0,105.0,80.0,3.0,"Nhà ngõ, hẻm",Quận Bắc Từ Liêm,68,17
"Bán nhà phố Bạch Mai - Ô tô đỗ gần - 5 tầng - Ngõ đẹp. Giá: 5,85 tỷ",8400.0,105.0,80.0,3.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
"Mặt ngõ Lê Trọng Tấn, ô tô đỗ cửa, kinh doanh",8400.0,105.0,80.0,3.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
Bán nhà Tây Mỗ- Từ Liêm- 36m- lô góc- ô tô- ngõ thông- 5 tầng- 6.x tỷ,8400.0,105.0,80.0,3.0,"Nhà ngõ, hẻm",Quận Nam Từ Liêm,68,24
"Chính chủ bán căn 3pn,2vs diện tích 80m2 giá 3 tỷ 800tr tại VHOCP",8400.0,105.0,80.0,3.0,Chung cư,Huyện Gia Lâm,0,2
BÁN NHÀ CẦU GIẤY - CÁCH 2 NHÀ RA MẶT PHỐ - DIỆN TÍCH 46M,8400.0,105.0,80.0,4.0,"Nhà mặt phố, mặt tiền",Quận Cầu Giấy,67,18
"Siêu phẩm Hoàn Kiếm, lô góc kinh doanh , phố phúc tân, Hà Nội",8400.0,105.0,80.0,4.0,"Nhà ngõ, hẻm",Quận Hoàn Kiếm,68,20
🏠 NGỌC THUỴ- LONG BIÊN NHÀ ĐẸP - TỰ XÂY CHẮC CHẮN - MẶT TIỀN RỘNG 5.5M,8400.0,105.0,80.0,3.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
"Bán nhà chung cư CT5-ĐN4 Nguyễn Cơ Thach, Mỹ Đình- 85m- 3 ngủ- 2 vs",8400.0,105.0,80.0,3.0,Chung cư,Quận Nam Từ Liêm,0,24
Bán liền kề Geleximco khu D - 90m- 5 tầng- Kinh doanh- Văn phòng,8400.0,105.0,80.0,4.0,Nhà phố liền kề,Quận Hà Đông,69,22
"Bán CC Sails Tower, Cầu Bươu, 2,49 tỷ, 45m2, 2PN, 1WC, giá tốt",8400.0,105.0,80.0,2.0,Chung cư,Quận Hà Đông,0,22
BÁN CĂN HỘ CHUNG CƯ 3 NGỦ KĐT DƯƠNG NỘI - P. DƯƠNG NỘI HÀ ĐÔNG HÀ NỘI,8400.0,105.0,80.0,3.0,Chung cư,Quận Hà Đông,0,22
Bán nhà phân lô Xuân La Tây Hồ,8400.0,105.0,80.0,3.0,Hướng Tây Bắc,Quận Tây Hồ,6,26
"KIM GIANG HÀNG HIẾM Nhà bán vị trí đẹp, một nhà ra mặt ngõ,",7350.0,153.0,48.0,4.0,"Nhà mặt phố, mặt tiền",Huyện Thanh Trì,67,10
CẦN BÁN NHÀ CỔ LINH LONG BIÊN HÀ NỘI.,7350.0,153.0,48.0,4.0,Hướng Tây,Quận Long Biên,5,23
"Bán nhà văn phú, 5 tầng thang máy , nhà đẹp ,ô tô đỗ cửa",7350.0,153.0,48.0,3.0,Hướng Đông Nam,Quận Hà Đông,10,22
Bán căn hộ chung cư Nguyễn Chánh - 145M2 - 3 ngủ - chỉ 9.7 tỷ,7350.0,153.0,48.0,3.0,Chung cư,Quận Cầu Giấy,0,18
"BÁN KIOT CHỢ ĐẦU MỐI NAM HÀ NỘI, KINH DOANH NGÀY ĐÊM,ĐẦU TƯ LỢI NHUẬN",7350.0,153.0,48.0,2.0,"Nhà mặt phố, mặt tiền",Huyện Thanh Oai,67,9
"Bán nhà KĐG mậu lương, 60m, 4 tầng , mặt tiền 5m, phân lô ô tô tránh",7350.0,153.0,48.0,4.0,"Nhà mặt phố, mặt tiền",Quận Hà Đông,67,22
"BÁN NHÀ DÂN 206 CỔ LINH-VĨNH TUY 33M 5TẦNG FULL ĐỒ-ÔTÔ ĐỖ CỔNG-5,6 TY",7350.0,153.0,48.0,3.0,Hướng Tây Bắc,Quận Long Biên,6,23
"Bán nhà khu B yên nghĩa, 4 tầng, mới đẹp , giá tốt",7350.0,153.0,48.0,4.0,"Nhà mặt phố, mặt tiền",Quận Hà Đông,67,22
BÁN NHANH NHÀ ĐÀM QUANG TRUNG ĐỐI DIỆN AEON-MALL,7350.0,153.0,48.0,3.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
"Cần bán nhà ngọc thụy Long biên ngõ thông ô tô DT 40m x 4 tầng giá 8,8",7350.0,153.0,48.0,4.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
SỐC!!! BÁN NHÀ ĐẸP 7 TẦNG THANG MÁY ÔTÔ VÀO NHÀ GẦN AEON LONG BIÊN,7350.0,153.0,48.0,3.0,Hướng Tây Nam,Quận Long Biên,7,23
PHÂN LÔ NN Ô TÔ TRÁNH- NHÀ HOÀNG QUỐC VIỆT- DT 60m2x 5 TẦNG- 17 Tỷ,7350.0,153.0,48.0,4.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
Bán nhà Kim Ngưu 35m - Tặng full nội thất - Mặt Ngõ Thông,7350.0,153.0,48.0,3.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
"MẶT NGÕ KINH DOANH, Ô TÔ QUA NHÀ LÔ GÓC",7350.0,153.0,48.0,2.0,"Nhà mặt phố, mặt tiền",Huyện Thanh Trì,67,10
CẦN TIỀN CHẤP NHẬN CẮT LỖ CĂN 2PN1VS FULL ĐỒ ĐẸP GIÁ 2 TỶ600TR VHOCP,2600.0,43.0,60.0,2.0,Chung cư,Huyện Gia Lâm,0,2
Hiếm! nhà phố Đoàn Thị Điểm 33m 3 tầng giá chỉ 5.2 tỷ,2600.0,43.0,60.0,3.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
"Nhà xây độc lập gần DHTT, ôt đậu gần 51m-3,5T-4Pn về ở ngay ảnh thật",2600.0,43.0,60.0,4.0,"Nhà ngõ, hẻm",Huyện Chương Mỹ,68,1
"Bán Nhà Ngọc Thụy Long Biên Trong Đê Ngõ Ô TÔ 60m 5 Tầng Giá 9,1 Tỷ",2600.0,43.0,60.0,4.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
EM CHÍNH CHỦ CẦN BÁN GÂP CĂN 3PN2VS FULL ĐỒ VIEW BIỂN HỒ GIÁ 3 TỶ690TR,2600.0,43.0,60.0,3.0,Chung cư,Huyện Gia Lâm,0,2
"NHÀ MỚI+ THANG MÁY DƯƠNG QUẢNG HÀM-ÔTÔ GẦN-43M2*6T, MT 7.8M NHỈNH 8 TỶ",2600.0,43.0,60.0,3.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
"Cần bán căn hộ, SDU 143 Trần Phú, Hà Đông, 58m2, 2 ngủ 2 vệ sinh",2600.0,43.0,60.0,2.0,Chung cư,Quận Hà Đông,0,22
"*** 1 CĂN TẠI NGŨ HIỆP - TƯƠNG CHÚC-THANH TRÌ 72M, HƠN 4 TỶ",2600.0,43.0,60.0,4.0,"Nhà ngõ, hẻm",Huyện Thanh Trì,68,10
HOÀNG HOA THÁM-BA ĐÌNH 41M 7.85 TỶ-NGÕ THÔNG THOÁNG 3 GÁC ĐUA-SỔ VUÔNG,2600.0,43.0,60.0,4.0,"Nhà ngõ, hẻm",Quận Ba Đình,68,16
"Bán căn hộ 89 Phùng Hưng, Hà Đông, 90m2, 3 ngủ, 2 vệ sinh, giá tốt",2600.0,43.0,60.0,3.0,Chung cư,Quận Hà Đông,0,22
"Rẻ. Bán nhanh chung cư Tứ Hiệp Plaza, 92m2, 3 ngủ 2 vệ sinh",2600.0,43.0,60.0,3.0,Chung cư,Huyện Thanh Trì,0,10
"Siêu phẩm Nguyễn Lương Bằng - 32m2 - nhà đẹp,ngõ rộng - full nội thất",2600.0,43.0,60.0,4.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
"Bán nhanh căn hộ KĐT Văn Khê, Hà Đông, 119m2, 3 ngủ, giá tốt",2600.0,43.0,60.0,3.0,Chung cư,Quận Hà Đông,0,22
Lô Góc 2T Cầu Giấy 50m2 - 5 Tầng - Gần Phố - 20m Ô Tô - Giá 9.8 Tỷ,2600.0,43.0,60.0,4.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
"Siêu Phẩm Cầu Giấy 35m2 - 5 Tầng - Ở Sướng - Gần Phố - Giá Nhỉnh 7,6ty",2600.0,43.0,60.0,3.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
Cần bán nhà phố kim Giang 27m 4 tang 3.4mt 4.55 tỷ ngõ thông kd,4500.0,167.0,27.0,3.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
"Bán nhà Kim Giang, Thanh Xuân, Hà Nội",4500.0,167.0,27.0,4.0,"Nhà ngõ, hẻm",Quận Thanh Xuân,68,25
"Siêu phẩm 5 tầng đẹp, gần phố Bạch Mai, Hai Bà Trưng, Hà Nội",4500.0,167.0,27.0,3.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
"Bán nhà 44m² - Trần Hòa – 2 tầng – Lô góc, gần phố – Giá chỉ 2,36 tỷ",4500.0,167.0,27.0,2.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
TÂY MỖ - Nhà Đẹp - 78m - OTO - NỞ HẬU - CHỈ 11.7tỷ,4500.0,167.0,27.0,5.0,"Nhà mặt phố, mặt tiền",Quận Nam Từ Liêm,67,24
"Bán NR 5PN, 3WC, 42m2 tại Phúc Lợi, Long Biên, Hà Nội, 5,5 tỷ",4500.0,167.0,27.0,5.0,"Nhà mặt phố, mặt tiền",Quận Long Biên,67,23
Nhà phố Trương Định Hoàng Mai,4500.0,167.0,27.0,4.0,Hướng Đông Bắc,Quận Hoàng Mai,9,21
"Bán nhà - 40m² - Định Công Thượng – 3 tầng – Giá chỉ 7,3 tỷ – Sổ đẹp!",4500.0,167.0,27.0,3.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
"Siêu hiếm chỉ 5,25 tỷ sở hữu nhà mới 30/54m2 5tầng Phú Lương Hà Đông",4500.0,167.0,27.0,3.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
"Chính chủ cần Bán nhà mới xây, lô góc ngõ 22 Khuyến Lương, 5T, 5.25 tỷ",4500.0,167.0,27.0,3.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
NHÀ GIẢI PHÓNG - 20M RA GIẢI PHÓNG - 50M RA HỒ LINH ĐÀM - 3 MẶT THOÁNG,4500.0,167.0,27.0,4.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
"CHỈ 5,1 TỶ CÓ NHÀ TỰU LIỆT - HOÀNG MAI - LINH ĐÀM - BẾN XE NƯỚC NGẦM",4500.0,167.0,27.0,3.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
LÔ GÓC 2 THOÁNG- ĐƯỜNG 19/5 VĂN QUÁN- Ô TÔ ĐỖ CỬA- 33M- GIÁ 7.65 TỶ,4500.0,167.0,27.0,3.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
CẦN BÁN NHÀ THẠCH BÀN LONG BIÊN HÀ NỘI.,9000.0,200.0,45.0,4.0,Hướng Tây,Quận Long Biên,5,23
Căn hộ Chung cư N03 T1,9000.0,200.0,45.0,3.0,Hướng Bắc,Quận Bắc Từ Liêm,3,17
"Nhà 5T đẹp ngõ Hào Nam cách oto 60m ngõ thông 2,5m xe ba gác gần phố",9000.0,200.0,45.0,3.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
"Căn góc 4T ngõ Khương Thượng ngõ thông 2,5m kd nhỏ cách oto 80m",9000.0,200.0,45.0,4.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
"68m2 x 4 tầng, 4 ngủ hiện đại, ngõ 41 Thái Hà, Đống Đa sổ đỏ chính chủ",9000.0,200.0,45.0,4.0,Hướng Tây Nam,Quận Đống Đa,7,27
"MẶT CHỢ CẦU ĐƠ - KINH DOANH NGON - GIÁ ĐẦU TƯ - 39M2 - 9,X TỶ",9000.0,200.0,45.0,3.0,"Nhà mặt phố, mặt tiền",Quận Hà Đông,67,22
"Bán nhà Định Công Thượng, Hoàng Mai 32m* 5tầng, gần ô tô đỗ, gần phố",9000.0,200.0,45.0,5.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
🌟CĂN HIẾM! SIÊU PHẨM PHÂN LÔ NHÀ PHỐ TRUNG KÍNH 65M2 - 2 THOÁNG Ở NGAY,9000.0,200.0,45.0,4.0,Nhà phố liền kề,Quận Cầu Giấy,69,18
chính chủ cần bán nhà xây mới tại ngõ 36 Tả Thanh Oai,9000.0,200.0,45.0,3.0,"Nhà ngõ, hẻm",Huyện Thanh Trì,68,10
(96m2– Mt 5m ) Mặt phố Bùi Xương Trạch 5T– Nhà mới – Full nội thất xịn,9000.0,200.0,45.0,4.0,"Nhà mặt phố, mặt tiền",Quận Thanh Xuân,67,25
"CẦN BÁN NHÀ GẦN TRỊNH VĂN BÔ 36M2-LÔ GÓC-5 TẦNG- CÁCH NHÀ Ô TÔ-6,7 TỶ",9000.0,200.0,45.0,5.0,"Nhà mặt phố, mặt tiền",Huyện Hoài Đức,67,3
"BÁN NHÀ ĐỘI CẤN - BA ĐÌNH - 68M² - 4 TẦNG - MT 4,3M - GIÁ CHỈ 12,2 TỶ",9000.0,200.0,45.0,4.0,"Nhà ngõ, hẻm",Quận Ba Đình,68,16
"Bán Nhà Đại La, Hai Bà Trưng, Full Nội Thất, Sổ Đỏ CC, 15m2, 2.78 Tỷ",9000.0,200.0,45.0,2.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
MẶT PHỐ TÂY HỒ 75m MT4.79m NHÀ 6 TẦNG GIÁ 15TY5,9000.0,200.0,45.0,4.0,"Nhà mặt phố, mặt tiền",Quận Tây Hồ,67,26
NHÀ AN XÁ VIEW SÔNG NGÕ THÔNG BÀN CỜ OTO ĐỖ CÁCH 10M THIẾT KẾ CHÂU ÂU,9581.0,152.0,63.0,3.0,"Nhà ngõ, hẻm",Quận Ba Đình,68,16
"❌❌Nhà Đẹp 44m2 Thôn Đoài, Nam Hồng, Ngõ Thông, Vios Đỗ Cửa",9581.0,152.0,63.0,2.0,"Nhà ngõ, hẻm",Huyện Đông Anh,68,14
"HIẾM: Ô TÔ ĐỖ CỬA, SỔ ĐỎ 40M, NHÀ 3 TẦNG PHỐ KIM NGƯU; 6,8 TỶ",9581.0,152.0,63.0,3.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
BÁN NHÀ MẶT PHỐ MẠC THỊ BƯỞI – VỊ TRÍ KINH DOANH SIÊU ĐẸP – CHỈ 26.5 T,9581.0,152.0,63.0,2.0,"Nhà mặt phố, mặt tiền",Quận Hai Bà Trưng,67,19
"CỰC NGON. BÁN NHÀ CỔ NHUẾ - MỚI XÂY- NGÕ RỘNG - THOÁNG/ 38M X 5,9 TỶ",9581.0,152.0,63.0,4.0,"Nhà ngõ, hẻm",Quận Bắc Từ Liêm,68,17
Tập thể Học Viện Cảnh Sát - Cổ Nhuế. SĐ45m2/55m. Tầng 3/5. Nguyên bản,9581.0,152.0,63.0,2.0,"Tập thể, cư xá",Quận Bắc Từ Liêm,72,17
"Đất phân lô 47m2 có sẵn nhà C4, sân để xe về ở luôn, ngõ nông thẳng tu",9581.0,152.0,63.0,2.0,"Nhà ngõ, hẻm",Huyện Gia Lâm,68,2
BÁN CĂN NHÀ VƯỜN GIÁ *** HUD MÊ LINH – ĐÓN SÓNG VÀNH ĐAI 4,9581.0,152.0,63.0,4.0,Nhà phố liền kề,Huyện Mê Linh,69,4
BÁN GẤP_CHUNG CƯ B2 PHẠM VĂN ĐỒNG_CÔNG VIÊN HÒA BÌNH_SỔ ĐỎ VĨNH VIỄN,9581.0,152.0,63.0,2.0,Chung cư,Quận Bắc Từ Liêm,0,17
CHÍNH CHỦ_BÁN CHUNG CƯ A1 HOÀNG CẦU_YÊN LÃNG_ĐỐNG ĐA_TÁCH SỔ HỒNG,9581.0,152.0,63.0,2.0,Chung cư,Quận Đống Đa,0,27
PHỐ VÍP TÔ HIỆU CÁCH ÔTÔ 3m DÂN TRÍ CAO NHÀ MỚI TINH Ở NGAY 43m*5T 9tỷ,9581.0,152.0,63.0,4.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
BÁN CHUNG CƯ A1 HOÀNG HOA THÁM_NGỌC HÀ_BA ĐÌNH_NỘI THẤT ĐẦY ĐỦ_Ở NGAY,9581.0,152.0,63.0,2.0,Chung cư,Quận Ba Đình,0,16
Nhà riêng Tân Lập 42m2 ôtô cách nhà 20m,9581.0,152.0,63.0,3.0,"Nhà ngõ, hẻm",Huyện Đan Phượng,68,13
BÁN NHÀ NGÕ 1194 ĐƯỜNG LÁNG – 40M² x 5 TẦNG – MẶT TIỀN 4.5M – CHỈ 9.6,9581.0,152.0,63.0,4.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
CHÍNH CHỦ_BÁN CHUNG CƯ B5 MỄ TRÌ_PHẠM HÙNG_NAM TỪ LIÊM_NỘI THẤT ĐẦY ĐỦ,9581.0,152.0,63.0,2.0,Chung cư,Quận Nam Từ Liêm,0,24
BÁN CHUNG CƯ H1 LĨNH NAM_MINH KHAI_HOÀNG MAI_NỘI THẤT ĐẦY ĐỦ_VỀ Ở NGAY,9581.0,152.0,63.0,2.0,Chung cư,Quận Hoàng Mai,0,21
"Đỉnh ! Đội Cấn, 30m ra phố, ngõ 3 gác , nhà 3 thoáng , KD ,32m*5T",5350.0,167.0,32.0,4.0,"Nhà ngõ, hẻm",Quận Ba Đình,68,16
"BÁN NHÀ YÊN PHỤ NGÕ Ô TÔ THÔNG, THANG MÁY, GẦN HỒ TÂY",5350.0,167.0,32.0,4.0,"Nhà ngõ, hẻm",Quận Tây Hồ,68,26
"Hiếm!Đê La Thành ,1bước ra phố,5 tạ đỗ cửa,lô góc 2 thoáng, KD,32m2*3T",5350.0,167.0,32.0,3.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
PHỐ NGUYỄN CHÍ THANH - 45M2 x 5T - Ô TÔ TRÁNH - NHÀ ĐẸP - 18 TỶ.,5350.0,167.0,32.0,5.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
Mỹ Đình - Giảm 300tr - 50m - Kinh doanh - Oto - 12tỷ,5350.0,167.0,32.0,3.0,"Nhà mặt phố, mặt tiền",Quận Nam Từ Liêm,67,24
BÁN NHÀ LẠC LONG QUÂN NGÕ Ô TÔ TRÁNH THÔNG RA VÕ CHÍ CÔNG,5350.0,167.0,32.0,4.0,"Nhà ngõ, hẻm",Quận Tây Hồ,68,26
NHÀ ĐẸP PHỐ HOÀNG MAI,5350.0,167.0,32.0,4.0,Hướng Đông Nam,Quận Hoàng Mai,10,21
"Ô tô đỗ cửa, nhà đẹp như KS 5* Thi Sách 75m2 chỉ 5.38 tỷ",5350.0,167.0,32.0,2.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
